id_pedido,data_pedido,hora_pedido,cpf_cliente,telefone,segmento,produto,canal_venda,regiao,campanha,status_pedido,valor_plano,valor_fraude_estimado,qtd_sms_mes,media_historica_sms,variacao_sms_pct,uso_dados_gb,qtd_chargeback,score_credito,score_fraude,flag_fraude,tipo_fraude,em_blacklist,historico_fraudes_anteriores,regra_disparada,analista_responsavel,status_tratativa,data_fechamento,custo_operacional,mes_referencia,flag_novo_cliente,dias_desde_ativacao,qtd_linhas_ativas
PD-1003414,2026-02-23,23:19:08,359.966.057-79,(85) 990625391,Claro Empresas,CNPJ Básico,APP,BA,REC-100 - FPD,APROVADO,79.9,713.19,8,14.5,-44.8,1.15,0,821,0.693,1,Fraude Corporativa,0,0,CTR-12,,Fechada,2026-02-25,186.54,2026-02,0,603,3
PD-1003415,2026-01-30,23:19:08,509.025.425-73,(11) 996565123,NET,TV HD,RETENÇÃO,BA,REC-200 - Automático,CANCELADO,99.9,273.32,7,14.6,-52.1,14.52,0,578,0.735,1,Fraude de Cancelamento,0,0,CTR-61,Juliana S.,Fechada,2026-02-28,148.03,2026-01,0,1454,6
PD-1003416,2025-05-16,23:19:08,723.244.079-31,(21) 990000599,NET,CNPJ Básico,TELEVENDAS B2C,RJ,,APROVADO,299.9,0.0,4,6.7,-40.3,12.64,0,809,0.169,0,,0,0,,Pedro R.,,,0.0,2025-05,0,856,2
PD-1003417,2025-08-31,23:19:08,120.800.564-09,(62) 996288704,NET,Fibra 200MB,APP,SP-Interior,,APROVADO,199.9,0.0,16,7.6,110.5,4.55,0,588,0.253,0,,0,0,,Carlos M.,,,0.0,2025-08,0,968,1
PD-1003418,2026-02-10,23:19:08,185.106.794-97,(61) 996330138,NET,Fibra 200MB,APP,PE,,APROVADO,29.9,0.0,14,5.5,154.5,2.53,0,868,0.31,0,,0,0,,Carlos M.,,,0.0,2026-02,0,570,2
PD-1003419,2025-11-15,23:19:08,111.212.590-20,(41) 996283563,Claro TV,Plano Família,E-COMMERCE,PE,,APROVADO,79.9,0.0,3,3.5,-14.3,14.98,0,541,0.349,0,,0,0,,Juliana S.,,,0.0,2025-11,1,608,8
PD-1003420,2025-07-01,23:19:08,129.014.870-68,(31) 998047291,Claro Móvel,TV HD,APP,PE,,APROVADO,199.9,1821.5,483,7.5,6340.0,1.98,0,763,0.981,1,Fraude de Alto Uso (SMS),0,0,CTR-12,Pedro R.,,,79.84,2025-07,0,765,8
PD-1003421,2025-05-26,23:19:08,153.433.249-13,(61) 998368311,Claro TV,Pré-Pago,APP,PE,,APROVADO,499.9,0.0,4,3.4,17.6,14.29,0,791,0.089,0,,0,0,,Ana L.,,,0.0,2025-05,0,510,6
PD-1003422,2025-08-14,23:19:08,138.759.271-25,(71) 997115080,Claro Residencial,Pré-Pago,E-COMMERCE,MG,,CANCELADO,499.9,1701.51,8,9.2,-13.0,124.01,0,763,0.892,1,Fraude de Alto Uso (Dados),0,0,CTR-61,,,2025-09-02,159.42,2025-08,0,1780,5
PD-1003423,2025-09-24,23:19:08,404.337.009-68,(81) 993884275,Claro Empresas,Fibra 500MB,APP,SP-Capital,,CANCELADO,29.9,0.0,9,3.1,190.3,5.94,0,646,0.216,0,,0,0,,,,,0.0,2025-09,0,29,5
PD-1003424,2025-05-02,23:19:08,406.500.425-48,(85) 992601089,NET,TV HD,APP,SP-Interior,REC-200 - Automático,PENDENTE,149.9,1083.81,497,8.0,6112.5,0.64,0,269,0.816,1,Fraude de Alto Uso (SMS),1,5,CTR-61,Juliana S.,Em andamento,,91.93,2025-05,1,1672,7
PD-1003425,2025-06-17,23:19:08,706.462.554-02,(71) 993843308,NET,Plano Família,RETENÇÃO,PR,CAMP-VIP,BLOQUEADO,199.9,1957.07,10,4.5,122.2,11.83,0,674,0.78,1,Fraude de Subscrição,0,0,CTR-28,Pedro R.,Fechada,2025-06-30,71.8,2025-06,0,577,4
PD-1003426,2026-01-09,23:19:08,948.532.089-53,(31) 996430237,Claro Empresas,TV HD,APP,MG,,BLOQUEADO,29.9,266.42,0,6.7,-100.0,6.34,0,777,0.965,1,Conta Mula,0,0,CTR-61,Pedro R.,Em andamento,2026-02-08,88.0,2026-01,1,1613,3
PD-1003427,2025-11-29,23:19:08,201.166.918-36,(31) 997161714,Claro Móvel,Plano Família,E-COMMERCE,RS,CAMP-VIP,APROVADO,49.9,0.0,8,14.4,-44.4,14.49,0,854,0.011,0,,0,0,,Carlos M.,,,0.0,2025-11,0,1153,4
PD-1003428,2025-08-24,23:19:08,816.093.068-53,(85) 990710615,Claro Empresas,Combo Família,E-COMMERCE,DF,REC-100 - FPD,APROVADO,49.9,0.0,5,2.2,127.3,15.95,0,729,0.018,0,,0,0,,Pedro R.,,,0.0,2025-08,0,1094,2
PD-1003429,2025-12-01,23:19:08,644.859.592-24,(85) 993430300,Claro Residencial,TV Plus,TELEVENDAS B2C,DF,CAMP-VIP,PENDENTE,99.9,450.93,0,5.1,-100.0,16.95,0,865,0.957,0,,0,0,CTR-42,Carlos M.,Em andamento,2025-12-27,163.45,2025-12,1,1033,8
PD-1003430,2025-06-04,23:19:08,296.136.715-77,(85) 997798939,Claro TV,TV HD,RETENÇÃO,SP-Interior,,APROVADO,299.9,0.0,15,10.2,47.1,7.61,0,543,0.195,0,,0,0,,,,,0.0,2025-06,0,1454,8
PD-1003431,2025-06-04,23:19:08,634.111.595-03,(51) 992730666,Claro TV,Fibra 200MB,TELEVENDAS B2C,CE,,PENDENTE,299.9,2034.33,19,13.3,42.9,16.85,0,554,0.681,1,Conta Mula,0,0,CTR-30,,Em andamento,,81.82,2025-06,0,1595,5
PD-1003432,2025-08-23,23:19:08,911.650.200-02,(51) 996249573,Claro TV,Combo Família,E-COMMERCE,MG,PROMO-500 - Móvel,APROVADO,149.9,0.0,14,11.9,17.6,7.94,0,800,0.082,0,,0,0,,Carlos M.,,,0.0,2025-08,0,1456,5
PD-1003433,2025-03-31,23:19:08,626.765.861-79,(41) 992728923,Claro Móvel,Controle,APP,PE,,APROVADO,29.9,0.0,14,3.3,324.2,16.47,0,537,0.192,0,,0,0,,Pedro R.,,,0.0,2025-03,0,411,8
PD-1003434,2026-01-23,23:19:08,857.142.241-09,(85) 998624506,Claro Residencial,Fibra 1GB,RETENÇÃO,SP-Interior,,CANCELADO,99.9,0.0,19,10.1,88.1,10.67,0,605,0.21,0,,0,0,,Ana L.,,,0.0,2026-01,0,1015,4
PD-1003435,2025-06-28,23:19:08,593.040.785-93,(31) 991679975,Claro TV,Fibra 200MB,APP,MG,REC-100 - FPD,APROVADO,499.9,0.0,11,8.9,23.6,2.81,0,836,0.026,0,,0,0,,Ana L.,,,0.0,2025-06,0,995,5
PD-1003436,2025-10-24,23:19:08,637.454.589-29,(81) 995766993,Claro Móvel,TV HD,TELEVENDAS B2C,SP-Capital,PROMO-500 - Móvel,APROVADO,499.9,0.0,16,12.7,26.0,7.84,0,523,0.209,0,,0,0,,Pedro R.,,,0.0,2025-10,0,862,2
PD-1003437,2025-12-27,23:19:08,064.474.212-30,(62) 994246497,Claro Residencial,Fibra 200MB,E-COMMERCE,SP-Capital,REC-100 - FPD,APROVADO,499.9,0.0,14,11.6,20.7,14.91,0,734,0.061,0,,0,0,,Juliana S.,,,0.0,2025-12,0,1660,1
PD-1003438,2025-12-20,23:19:08,878.179.415-15,(31) 996507557,NET,Controle,LOJA FÍSICA,MG,,BLOQUEADO,99.9,0.0,20,1.3,1438.5,8.73,0,779,0.205,0,,0,0,,Juliana S.,,,0.0,2025-12,0,743,8
PD-1003439,2025-07-01,23:19:08,576.024.375-73,(85) 993685993,Claro Residencial,CNPJ Avançado,E-COMMERCE,DF,CAMP-VIP,APROVADO,149.9,0.0,1,9.3,-89.2,15.8,0,850,0.02,0,,0,0,,Carlos M.,,,0.0,2025-07,0,1002,6
PD-1003440,2025-09-18,23:19:08,315.377.959-95,(62) 995026983,Claro TV,CNPJ Avançado,TELEVENDAS B2C,BA,,CANCELADO,149.9,467.33,0,11.7,-100.0,8.92,3,668,0.942,1,Chargeback,0,0,CTR-42,,Em andamento,2025-09-22,174.35,2025-09,1,1439,6
PD-1003441,2025-10-14,23:19:08,973.638.318-28,(61) 996852237,Claro Móvel,CNPJ Avançado,RETENÇÃO,SP-Capital,PROMO-500 - Móvel,APROVADO,49.9,0.0,16,4.8,233.3,7.81,0,673,0.33,0,,0,0,,,,,0.0,2025-10,0,1500,1
PD-1003442,2025-05-08,23:19:08,610.326.642-14,(81) 997253770,Claro Residencial,Fibra 500MB,LOJA FÍSICA,RS,,APROVADO,149.9,0.0,6,11.6,-48.3,5.07,0,850,0.111,0,,0,0,,Pedro R.,,,0.0,2025-05,0,1203,5
PD-1003443,2025-04-16,23:19:08,578.452.182-30,(81) 996502651,Claro Empresas,Combo Família,LOJA FÍSICA,CE,CAMP-VIP,CANCELADO,29.9,139.34,13,7.9,64.6,14.49,0,559,0.944,1,Fraude de Cancelamento,0,0,CTR-12,Ana L.,Aberta,2025-04-28,101.36,2025-04,1,254,4
PD-1003444,2025-12-08,23:19:08,016.272.046-53,(81) 995483562,Claro Móvel,Pré-Pago,APP,PR,,BLOQUEADO,149.9,0.0,15,11.1,35.1,14.19,0,889,0.119,0,,0,0,,,,,0.0,2025-12,0,1793,6
PD-1003445,2025-12-06,23:19:08,656.766.182-51,(31) 999013701,Claro Móvel,TV HD,E-COMMERCE,BA,REC-100 - FPD,APROVADO,49.9,0.0,4,14.1,-71.6,3.72,0,770,0.198,0,,0,0,,Ana L.,,,0.0,2025-12,1,1696,1
PD-1003446,2025-04-18,23:19:08,498.776.945-31,(51) 997563202,Claro Móvel,Combo Família,LOJA FÍSICA,MG,REC-200 - Automático,APROVADO,499.9,0.0,0,10.7,-100.0,10.92,0,884,0.336,0,,0,0,,Ana L.,,,0.0,2025-04,0,909,1
PD-1003447,2025-11-15,23:19:08,989.406.260-78,(81) 990911778,NET,Plano Família,RETENÇÃO,SP-Interior,,APROVADO,299.9,0.0,9,3.5,157.1,2.14,0,528,0.048,0,,0,0,,Ana L.,,,0.0,2025-11,0,1280,5
PD-1003448,2025-08-18,23:19:08,630.900.159-44,(71) 994037944,NET,Pós-Pago,APP,MG,REC-100 - FPD,CANCELADO,149.9,468.63,6,8.5,-29.4,11.7,0,612,0.824,1,Fraude Corporativa,0,0,CTR-12,,Em andamento,,132.65,2025-08,0,1421,6
PD-1003449,2026-03-20,23:19:08,543.799.371-24,(11) 996638609,NET,Fibra 500MB,TELEVENDAS B2C,PR,,CANCELADO,149.9,974.82,5,10.6,-52.8,18.84,0,817,0.868,0,,0,0,CTR-74,,Aberta,,20.16,2026-03,0,146,3
PD-1003450,2025-09-11,23:19:08,398.780.157-39,(62) 994090740,Claro Móvel,Fibra 1GB,APP,SP-Capital,,APROVADO,149.9,0.0,5,13.3,-62.4,2.21,0,849,0.299,0,,0,0,,Pedro R.,,,0.0,2025-09,0,1288,7
PD-1003451,2026-02-17,23:19:08,617.868.800-23,(11) 990493220,NET,Plano Família,E-COMMERCE,DF,CAMP-VIP,CANCELADO,49.9,0.0,15,1.1,1263.6,19.95,0,554,0.334,0,,0,0,,Juliana S.,,,0.0,2026-02,0,643,4
PD-1003452,2025-05-08,23:19:08,062.003.424-42,(11) 994951637,Claro Empresas,Pós-Pago,E-COMMERCE,MG,,APROVADO,29.9,0.0,12,8.3,44.6,5.76,0,885,0.338,0,,0,0,,,,,0.0,2025-05,0,103,8
PD-1003453,2025-11-18,23:19:08,396.218.518-88,(85) 999297127,NET,Plano Família,E-COMMERCE,SP-Capital,REC-100 - FPD,APROVADO,79.9,0.0,19,15.0,26.7,4.16,0,699,0.328,0,,0,0,,Ana L.,,,0.0,2025-11,1,718,3
PD-1003454,2025-08-10,23:19:08,583.219.719-97,(61) 999312826,Claro Empresas,Fibra 200MB,E-COMMERCE,SP-Interior,,APROVADO,79.9,0.0,3,2.8,7.1,11.76,0,727,0.249,0,,0,0,,Juliana S.,,,0.0,2025-08,0,191,6
PD-1003455,2025-10-16,23:19:08,018.366.752-54,(61) 999522639,Claro TV,Pós-Pago,APP,DF,,PENDENTE,29.9,0.0,7,4.0,75.0,3.48,0,543,0.247,0,,0,0,,Carlos M.,,,0.0,2025-10,0,1185,8
PD-1003456,2025-07-08,23:19:08,318.393.352-90,(51) 992427461,NET,TV Plus,LOJA FÍSICA,RJ,,APROVADO,299.9,0.0,20,14.9,34.2,14.69,0,776,0.137,0,,0,0,,Juliana S.,,,0.0,2025-07,0,243,5
PD-1003457,2026-03-20,23:19:08,241.406.029-33,(41) 993468370,Claro Residencial,CNPJ Básico,E-COMMERCE,RS,,APROVADO,79.9,0.0,19,3.9,387.2,12.49,0,833,0.33,0,,0,0,,Juliana S.,,,0.0,2026-03,0,1094,1
PD-1003458,2025-04-20,23:19:08,656.049.451-98,(41) 992595941,Claro TV,Controle,RETENÇÃO,PE,,APROVADO,199.9,0.0,12,3.9,207.7,13.51,0,614,0.133,0,,0,0,,Carlos M.,,,0.0,2025-04,0,73,8
PD-1003459,2025-08-07,23:19:08,174.654.214-06,(71) 995581020,Claro Empresas,CNPJ Básico,TELEVENDAS B2C,SP-Capital,,APROVADO,99.9,0.0,11,6.0,83.3,1.2,0,632,0.342,0,,0,0,,Juliana S.,,,0.0,2025-08,1,735,7
PD-1003460,2026-03-11,23:19:08,213.865.890-26,(11) 991528212,Claro TV,CNPJ Avançado,APP,RJ,PROMO-500 - Móvel,BLOQUEADO,49.9,0.0,6,9.1,-34.1,10.06,0,741,0.054,0,,0,0,,Pedro R.,,,0.0,2026-03,0,433,2
PD-1003461,2025-03-29,23:19:08,298.585.672-87,(31) 998120146,Claro TV,Combo Família,RETENÇÃO,BA,,PENDENTE,29.9,0.0,1,3.6,-72.2,12.86,0,507,0.235,0,,0,0,,Ana L.,,,0.0,2025-03,0,1505,3
PD-1003462,2025-12-09,23:19:08,659.184.638-65,(61) 998168181,NET,Fibra 500MB,E-COMMERCE,PE,PROMO-500 - Móvel,CANCELADO,79.9,0.0,4,10.7,-62.6,18.04,0,809,0.132,0,,0,0,,,,,0.0,2025-12,0,286,6
PD-1003463,2025-10-19,23:19:08,233.922.071-51,(21) 996770534,Claro Empresas,Combo Família,APP,DF,,CANCELADO,49.9,0.0,19,3.2,493.8,19.36,0,858,0.209,0,,0,0,,Juliana S.,,,0.0,2025-10,0,177,8
PD-1003464,2025-12-30,23:19:08,294.565.118-10,(31) 992997061,Claro Empresas,Fibra 500MB,LOJA FÍSICA,SP-Capital,REC-200 - Automático,APROVADO,149.9,0.0,18,5.6,221.4,7.98,0,603,0.327,0,,0,0,,Ana L.,,,0.0,2025-12,0,1075,6
PD-1003465,2025-05-21,23:19:08,862.095.935-18,(71) 993185480,Claro TV,Fibra 1GB,E-COMMERCE,CE,,BLOQUEADO,149.9,454.54,444,7.5,5820.0,1.23,0,327,0.67,1,Fraude de Alto Uso (SMS),1,5,CTR-74,Pedro R.,Aberta,2025-05-31,40.68,2025-05,0,337,4
PD-1003466,2025-09-04,23:19:08,898.469.081-97,(51) 990502947,Claro Móvel,Combo Família,LOJA FÍSICA,SP-Capital,,APROVADO,29.9,0.0,11,6.7,64.2,14.14,0,673,0.254,0,,0,0,,Carlos M.,,,0.0,2025-09,0,396,7
PD-1003467,2025-04-27,23:19:08,846.684.550-48,(62) 992463932,NET,Fibra 1GB,LOJA FÍSICA,BA,REC-200 - Automático,APROVADO,49.9,0.0,14,9.3,50.5,19.32,0,728,0.011,0,,0,0,,Pedro R.,,,0.0,2025-04,0,1339,7
PD-1003468,2025-07-03,23:19:08,350.238.503-71,(62) 990593277,NET,Controle,TELEVENDAS B2C,PR,,APROVADO,79.9,948.83,15,1.9,689.5,1.52,0,536,0.894,0,,0,0,CTR-42,Carlos M.,,2025-07-08,50.84,2025-07,0,1006,2
PD-1003469,2025-04-07,23:19:08,179.706.239-72,(71) 996266039,Claro Residencial,CNPJ Básico,RETENÇÃO,RJ,CAMP-VIP,BLOQUEADO,49.9,348.05,6,9.2,-34.8,3.77,0,734,0.68,1,Fraude de Identidade,0,0,CTR-28,Juliana S.,,,101.54,2025-04,0,98,7
PD-1003470,2025-04-14,23:19:08,788.925.546-65,(62) 990878547,Claro Residencial,Pós-Pago,APP,PR,,CANCELADO,499.9,3901.22,6,14.9,-59.7,146.55,0,533,0.882,1,Fraude de Alto Uso (Dados),0,0,CTR-28,Pedro R.,Em andamento,2025-05-05,25.5,2025-04,0,534,5
PD-1003471,2025-11-21,23:19:08,056.035.679-32,(81) 998548784,Claro TV,Pós-Pago,LOJA FÍSICA,BA,,BLOQUEADO,149.9,1267.61,3,7.5,-60.0,19.76,0,830,0.915,1,Fraude de Subscrição,0,0,CTR-74,Juliana S.,Aberta,,188.89,2025-11,0,503,4
PD-1003472,2025-10-29,23:19:08,836.085.456-67,(71) 996688732,Claro Empresas,Fibra 200MB,RETENÇÃO,RS,CAMP-VIP,APROVADO,299.9,3192.18,8,8.4,-4.8,12.7,4,527,0.958,1,Chargeback,0,0,CTR-30,Pedro R.,Fechada,2025-11-26,74.75,2025-10,0,364,4
PD-1003473,2025-12-16,23:19:08,049.047.128-14,(51) 992223631,Claro Empresas,CNPJ Avançado,TELEVENDAS B2C,DF,,APROVADO,29.9,0.0,18,4.2,328.6,3.33,0,643,0.153,0,,0,0,,Ana L.,,,0.0,2025-12,1,1667,3
PD-1003474,2025-12-19,23:19:08,612.075.011-02,(51) 999363099,Claro TV,Controle,TELEVENDAS B2C,SP-Interior,PROMO-500 - Móvel,CANCELADO,299.9,1833.69,478,11.4,4093.0,0.17,0,794,0.716,1,Fraude de Alto Uso (SMS),0,0,CTR-74,,,2026-01-16,102.93,2025-12,0,80,1
PD-1003475,2025-11-21,23:19:08,205.464.754-89,(61) 995169762,Claro Empresas,Pós-Pago,TELEVENDAS B2C,PE,,CANCELADO,49.9,0.0,2,2.5,-20.0,2.78,0,761,0.218,0,,0,0,,Ana L.,,,0.0,2025-11,0,1620,8
PD-1003476,2025-08-28,23:19:08,857.368.011-92,(41) 996890994,Claro Móvel,Fibra 500MB,APP,SP-Capital,,CANCELADO,299.9,1469.85,11,14.5,-24.1,12.44,5,604,0.745,1,Chargeback,0,0,CTR-61,,Em andamento,,114.04,2025-08,0,371,5
PD-1003477,2025-09-12,23:19:08,816.093.068-53,(85) 990710615,Claro Móvel,Plano Família,E-COMMERCE,DF,,APROVADO,99.9,0.0,1,11.1,-91.0,10.2,0,729,0.09,0,,0,0,,,,,0.0,2025-09,0,931,6
PD-1003478,2025-06-01,23:19:08,728.679.087-40,(71) 994269083,Claro Residencial,CNPJ Avançado,LOJA FÍSICA,SP-Capital,,PENDENTE,79.9,0.0,20,8.2,143.9,12.14,0,881,0.178,0,,0,0,,Pedro R.,,,0.0,2025-06,0,1721,1
PD-1003479,2025-06-01,23:19:08,337.504.793-03,(71) 991861373,Claro Móvel,CNPJ Básico,RETENÇÃO,RS,,APROVADO,49.9,337.01,20,4.1,387.8,7.58,0,791,0.68,1,Fraude de Subscrição,0,0,CTR-30,Juliana S.,,,64.68,2025-06,1,354,3
PD-1003480,2025-07-04,23:19:08,598.811.457-88,(81) 990600615,Claro Residencial,Controle,RETENÇÃO,PE,REC-100 - FPD,CANCELADO,49.9,0.0,6,9.5,-36.8,3.83,0,546,0.065,0,,0,0,,Juliana S.,,,0.0,2025-07,0,555,1
PD-1003481,2025-07-07,23:19:08,580.660.138-24,(21) 992895499,NET,Pré-Pago,E-COMMERCE,PE,,APROVADO,49.9,0.0,13,15.0,-13.3,15.49,0,522,0.082,0,,0,0,,,,,0.0,2025-07,1,556,7
PD-1003482,2025-12-18,23:19:08,447.626.393-43,(71) 993026104,Claro Residencial,Fibra 500MB,RETENÇÃO,BA,REC-100 - FPD,APROVADO,199.9,0.0,19,7.3,160.3,12.51,0,574,0.042,0,,0,0,,Ana L.,,,0.0,2025-12,1,1054,2
PD-1003483,2026-03-07,23:19:08,723.244.079-31,(21) 990000599,Claro Móvel,Pós-Pago,TELEVENDAS B2C,RJ,,PENDENTE,49.9,109.0,470,11.2,4096.4,1.3,0,809,0.664,1,Fraude de Alto Uso (SMS),0,0,CTR-74,Ana L.,Fechada,,131.67,2026-03,0,515,5
PD-1003484,2025-09-14,23:19:08,157.473.384-84,(31) 991832517,NET,Pós-Pago,TELEVENDAS B2C,DF,,CANCELADO,99.9,994.77,12,1.2,900.0,4.74,0,350,0.93,1,Clonagem de SIM,1,5,CTR-61,Juliana S.,Aberta,,174.53,2025-09,1,191,3
PD-1003485,2026-02-20,23:19:08,571.509.976-83,(85) 999856086,Claro Empresas,Controle,LOJA FÍSICA,SP-Capital,,APROVADO,49.9,0.0,15,13.1,14.5,3.61,0,619,0.034,0,,0,0,,Juliana S.,,,0.0,2026-02,0,311,8
PD-1003486,2025-07-28,23:19:08,514.036.965-66,(71) 997301277,Claro Empresas,Pós-Pago,RETENÇÃO,CE,,BLOQUEADO,199.9,1168.56,11,14.4,-23.6,8.85,0,608,0.86,1,Clonagem de SIM,0,0,CTR-53,Ana L.,Em andamento,2025-08-21,175.09,2025-07,0,928,4
PD-1003487,2026-03-22,23:19:08,939.111.926-92,(21) 993091420,NET,Pré-Pago,RETENÇÃO,RS,PROMO-500 - Móvel,APROVADO,29.9,124.93,6,13.1,-54.2,9.58,0,319,0.883,1,Fraude de Cancelamento,1,2,CTR-30,,Aberta,2026-04-07,189.92,2026-03,0,1478,3
PD-1003488,2025-07-22,23:19:08,851.553.334-26,(51) 993908736,Claro Residencial,CNPJ Avançado,LOJA FÍSICA,MG,PROMO-500 - Móvel,BLOQUEADO,79.9,273.06,462,9.6,4712.5,0.36,0,895,0.754,1,Fraude de Alto Uso (SMS),0,0,CTR-28,,Em andamento,2025-08-01,58.82,2025-07,0,1274,1
PD-1003489,2025-05-26,23:19:08,395.923.234-21,(11) 998949336,Claro Residencial,Pré-Pago,TELEVENDAS B2C,DF,PROMO-500 - Móvel,APROVADO,499.9,5860.89,0,12.2,-100.0,18.75,0,520,0.723,1,Fraude de Identidade,0,0,CTR-30,Pedro R.,Fechada,2025-06-06,29.29,2025-05,0,918,5
PD-1003490,2025-12-26,23:19:08,857.368.011-92,(41) 996890994,NET,Controle,LOJA FÍSICA,SP-Capital,,PENDENTE,79.9,0.0,16,6.0,166.7,1.23,0,604,0.281,0,,0,0,,,,,0.0,2025-12,0,520,5
PD-1003491,2025-04-21,23:19:08,893.891.190-83,(41) 994728772,Claro Empresas,CNPJ Avançado,APP,RJ,REC-200 - Automático,PENDENTE,79.9,0.0,6,14.6,-58.9,4.74,0,886,0.065,0,,0,0,,,,,0.0,2025-04,0,375,4
PD-1003492,2025-06-11,23:19:08,206.345.911-23,(85) 992182597,Claro Móvel,Pós-Pago,APP,DF,REC-100 - FPD,BLOQUEADO,199.9,0.0,12,9.9,21.2,4.27,0,851,0.047,0,,0,0,,Juliana S.,,,0.0,2025-06,0,260,2
PD-1003493,2025-07-18,23:19:08,849.912.165-58,(61) 992420404,Claro Empresas,Fibra 200MB,RETENÇÃO,MG,,APROVADO,499.9,0.0,1,12.2,-91.8,4.46,0,808,0.031,0,,0,0,,Carlos M.,,,0.0,2025-07,0,109,4
PD-1003494,2026-03-01,23:19:08,398.983.065-03,(21) 992663444,Claro Residencial,Combo Família,LOJA FÍSICA,SP-Interior,REC-100 - FPD,APROVADO,499.9,0.0,20,5.9,239.0,5.28,0,815,0.087,0,,0,0,,Ana L.,,,0.0,2026-03,0,1097,6
PD-1003495,2025-11-07,23:19:08,995.376.601-44,(51) 998519865,Claro Residencial,CNPJ Básico,RETENÇÃO,PR,,CANCELADO,99.9,478.81,12,1.4,757.1,17.33,5,714,0.723,1,Chargeback,0,0,CTR-74,Juliana S.,,,12.72,2025-11,1,208,8
PD-1003496,2025-04-18,23:19:08,723.084.810-01,(85) 994978445,Claro Empresas,Pós-Pago,E-COMMERCE,SP-Interior,,APROVADO,79.9,0.0,3,14.5,-79.3,9.25,0,761,0.122,0,,0,0,,Pedro R.,,,0.0,2025-04,1,323,2
PD-1003497,2026-01-13,23:19:08,992.937.842-70,(21) 990942342,Claro Empresas,CNPJ Avançado,RETENÇÃO,MG,REC-100 - FPD,APROVADO,49.9,0.0,2,4.2,-52.4,4.67,0,808,0.102,0,,0,0,,Juliana S.,,,0.0,2026-01,0,823,1
PD-1003498,2025-06-26,23:19:08,036.890.030-10,(31) 997357746,Claro TV,Plano Família,RETENÇÃO,RJ,,APROVADO,149.9,0.0,6,2.3,160.9,13.6,0,644,0.034,0,,0,0,,Juliana S.,,,0.0,2025-06,0,963,8
PD-1003499,2025-05-03,23:19:08,656.766.182-51,(31) 999013701,Claro Móvel,Combo Família,E-COMMERCE,BA,,PENDENTE,29.9,0.0,6,11.6,-48.3,13.41,0,770,0.092,0,,0,0,,Juliana S.,,,0.0,2025-05,0,746,8
PD-1003500,2025-05-09,23:19:08,995.635.315-31,(41) 996922203,NET,Combo Família,LOJA FÍSICA,MG,,PENDENTE,49.9,0.0,17,10.2,66.7,7.11,0,692,0.309,0,,0,0,,Carlos M.,,,0.0,2025-05,0,1342,3
PD-1003501,2026-02-06,23:19:08,947.174.648-87,(81) 991349590,Claro Móvel,Controle,E-COMMERCE,DF,,APROVADO,79.9,899.87,10,1.6,525.0,19.04,0,520,0.797,1,Fraude de Cancelamento,0,0,CTR-53,,,,187.52,2026-02,0,1581,4
PD-1003502,2026-03-21,23:19:08,637.454.990-45,(41) 991042273,Claro TV,TV Plus,APP,SP-Interior,,CANCELADO,299.9,2018.85,9,5.7,57.9,13.2,0,278,0.76,1,Fraude de Cancelamento,1,3,CTR-28,Ana L.,Fechada,2026-04-19,68.92,2026-03,1,1640,8
PD-1003503,2025-07-01,23:19:08,697.357.790-71,(51) 991133372,Claro TV,Pós-Pago,LOJA FÍSICA,BA,,CANCELADO,49.9,93.8,18,14.0,28.6,12.66,6,824,0.983,1,Chargeback,0,0,CTR-74,,,2025-07-05,28.33,2025-07,0,1003,6
PD-1003504,2025-08-17,23:19:08,298.585.672-87,(31) 998120146,Claro Empresas,TV Plus,RETENÇÃO,BA,REC-100 - FPD,APROVADO,79.9,0.0,15,7.5,100.0,12.53,0,507,0.021,0,,0,0,,,,,0.0,2025-08,1,1403,6
PD-1003505,2026-01-17,23:19:08,493.874.302-71,(71) 994141290,Claro Móvel,Controle,E-COMMERCE,CE,,APROVADO,49.9,0.0,7,13.6,-48.5,18.24,0,668,0.02,0,,0,0,,,,,0.0,2026-01,1,527,5
PD-1003506,2025-07-10,23:19:08,599.949.732-03,(41) 991532401,Claro Residencial,Controle,TELEVENDAS B2C,DF,,CANCELADO,79.9,0.0,18,5.8,210.3,16.09,0,575,0.087,0,,0,0,,Carlos M.,,,0.0,2025-07,0,466,3
PD-1003507,2025-07-23,23:19:08,728.679.087-40,(71) 994269083,Claro Residencial,TV Plus,TELEVENDAS B2C,SP-Capital,,CANCELADO,149.9,0.0,1,11.4,-91.2,8.79,0,881,0.305,0,,0,0,,Pedro R.,,,0.0,2025-07,1,789,4
PD-1003508,2025-07-16,23:19:08,703.211.920-61,(41) 997078300,Claro TV,Pós-Pago,TELEVENDAS B2C,MG,REC-200 - Automático,APROVADO,29.9,0.0,19,9.0,111.1,6.82,0,762,0.089,0,,0,0,,Carlos M.,,,0.0,2025-07,1,635,3
PD-1003509,2025-12-28,23:19:08,294.565.118-10,(31) 992997061,Claro Empresas,Combo Família,LOJA FÍSICA,SP-Capital,,PENDENTE,199.9,0.0,5,4.1,22.0,16.66,0,603,0.042,0,,0,0,,Pedro R.,,,0.0,2025-12,1,1177,5
